Speaker A,Speaker B,Score,Test
7226,7226,0.99719834,1
7226,7226,0.99742603,1
7226,7226,0.9955877,1
7226,7226,0.9928043,1
7226,7226,0.9917048,1
7226,7226,0.9874954,1
7226,7226,0.9912595,1
7226,7226,0.99548656,1
7226,7226,0.9902284,1
7226,7226,0.98770374,1
7226,7226,0.973845,1
7226,7226,0.94169563,1
7226,7226,0.981595,1
7226,7226,0.98301595,1
7226,7226,0.965789,1
7226,7226,0.9824919,1
7226,7226,0.9561311,1
7226,7226,0.9826008,1
7226,7226,0.96145666,1
7226,7226,0.97049654,1
7226,7226,0.9721271,1
7226,7226,0.97713923,1
7226,7226,0.9633731,1
7226,7226,0.98135054,1
7226,7226,0.987802,1
7226,7226,0.9860725,1
7226,7226,0.9774463,1
7226,7226,0.9948782,1
7226,7226,0.9945072,1
7226,7226,0.9963938,1
7226,7226,0.9931033,1
7226,7226,0.99701357,1
7226,7226,0.99497026,1
7226,7226,0.99376416,1
7226,7226,0.99503934,1
7226,7226,0.994328,1
7226,7264,0.7223587,0
7226,7264,0.74693495,0
7226,7264,0.7598699,0
7226,7264,0.74873126,0
7226,7264,0.75382006,0
7226,7278,0.5741848,0
7226,7278,0.6317263,0
7226,7278,0.66268396,0
7226,7278,0.915044,0
7226,7278,0.7556467,0
7226,7278,0.7329402,0
7226,7278,0.76346743,0
7226,7302,0.6415044,0
7226,7302,0.68355036,0
7226,7302,0.6471808,0
7226,7302,0.6176437,0
7226,7302,0.65404665,0
7226,7302,0.63402325,0
7226,7302,0.64039296,0
7226,7302,0.6810993,0
7226,730,0.826417,0
7226,730,0.83009,0
7226,730,0.8184242,0
7226,730,0.80648506,0
7226,730,0.8569524,0
7226,730,0.83459586,0
7226,7367,0.6884184,0
7226,7367,0.69485015,0
7226,7367,0.6724125,0
7226,7367,0.67476726,0
7226,7367,0.68166906,0
7226,7367,0.6503503,0
7226,7402,0.60349596,0
7226,7402,0.6272712,0
7226,7402,0.6028942,0
7226,7402,0.6221379,0
7226,7402,0.60370886,0
7226,7447,0.9062046,0
7226,7447,0.927871,0
7226,7447,0.92693436,0
7226,7447,0.9209663,0
