Speaker A,Speaker B,Score,Test
7226,7226,0.96782553,1
7226,7226,0.95738435,1
7226,7226,0.9506568,1
7226,7226,0.92021906,1
7226,7226,0.93049425,1
7226,7226,0.88967884,1
7226,7226,0.9471555,1
7226,7226,0.9120353,1
7226,7226,0.89561236,1
7226,7226,0.9109167,1
7226,7226,0.77895826,1
7226,7226,0.8913736,1
7226,7226,0.85428977,1
7226,7226,0.8426502,1
7226,7226,0.89403343,1
7226,7226,0.74105006,1
7226,7226,0.73038346,1
7226,7226,0.8064839,1
7226,7226,0.796866,1
7226,7226,0.8243701,1
7226,7226,0.88723165,1
7226,7226,0.8762356,1
7226,7226,0.73880315,1
7226,7226,0.9015383,1
7226,7226,0.8492554,1
7226,7226,0.9489931,1
7226,7226,0.964213,1
7226,7226,0.95881796,1
7226,7226,0.9372709,1
7226,7226,0.94108474,1
7226,7226,0.96745175,1
7226,7226,0.9389179,1
7226,7226,0.9651069,1
7226,7226,0.9507505,1
7226,7264,0.10264967,0
7226,7264,0.20600809,0
7226,7264,0.17620175,0
7226,7264,0.20788983,0
7226,7278,-0.016489442,0
7226,7278,0.52051467,0
7226,7278,0.16459268,0
7226,7278,0.13106947,0
7226,7278,-0.020530492,0
7226,7278,0.03183631,0
7226,7302,0.064891785,0
7226,7302,0.051327355,0
7226,7302,0.017539088,0
7226,7302,-0.014780146,0
7226,7302,0.053594477,0
7226,7302,0.024803478,0
7226,7302,-0.032564048,0
7226,7302,-0.015682321,0
7226,730,0.23186274,0
7226,730,0.117340125,0
7226,730,0.2745953,0
7226,730,0.33181903,0
7226,730,0.44712183,0
7226,7312,0.22436836,0
7226,7367,-0.0055694534,0
7226,7367,-0.04110786,0
7226,7367,-0.022950998,0
7226,7402,-0.11964728,0
7226,7402,-0.08033326,0
7226,7402,-0.069219455,0
7226,7402,-0.067478515,0
7226,7402,-0.077907845,0
7226,7402,-0.10789646,0
7226,7402,-0.104879774,0
7226,7402,-0.1387789,0
7226,7402,-0.06819451,0
7226,7402,-0.05871481,0
7226,7402,-0.04978002,0
7226,7402,-0.08952853,0
7226,7447,0.44754115,0
7226,7447,0.59074044,0
7226,7447,0.47443706,0
7226,7447,0.48704216,0
7226,7447,0.48449218,0
7226,7447,0.4405499,0
7226,7505,0.20572421,0
7226,7505,0.345513,0
7226,7505,0.46320015,0
7226,7505,0.23433946,0
7226,7505,0.25821587,0
7226,7505,0.31550023,0
7226,7505,0.2515603,0
7226,7505,0.24256977,0
7226,7505,0.21992235,0
7226,7511,-0.0031278408,0
7226,7511,-0.11165554,0
7226,7511,-0.13089405,0
7226,7511,-0.0700226,0
7226,7511,-0.035073258,0
7226,7511,-0.059773527,0
7226,7517,0.07126374,0
7226,7517,0.011922351,0
7226,7635,-0.32115826,0
7226,7635,-0.33392376,0
7226,7635,-0.25464448,0
7226,7635,-0.2993572,0
7226,7780,0.09944219,0
7226,7780,0.08977002,0
7226,7780,0.008771625,0
7226,7780,0.0374096,0
7226,7780,0.22325513,0
7226,7794,-0.059134472,0
7226,7794,-0.053917218,0
7226,7794,-0.08568523,0
7226,7794,-0.064735934,0
7226,7800,-0.15478367,0
7226,7800,-0.116714835,0
7226,7800,-0.09069969,0
7226,7800,-0.07646043,0
7226,7800,-0.1078911,0
7226,7859,0.18939768,0
7226,7859,0.024420818,0
7226,7859,0.021305034,0
7226,7859,0.0519468,0
7226,7859,0.038436376,0
7226,7859,0.0029099756,0
7226,78,0.24620843,0
7226,78,0.044240817,0
7226,78,0.20298496,0
7226,78,0.15891436,0
7226,78,0.31343642,0
7226,78,0.2899314,0
7226,78,0.17831486,0
7226,8014,-0.03512324,0
7226,8014,0.012776551,0
7226,8014,0.008982261,0
7226,8051,-0.13432643,0
7226,8051,-0.19914515,0
